Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
213,monke see monke fight,Recommended,19,48.8,11-11-2024
214,love game,Recommended,12,9.0,11-11-2024
215,great game like soul type game look amazingplay well,Recommended,59,7.5,11-11-2024
216,amaze old school action rpgs use corpratized wont win goty due controversy studio quite obviously goty 2024,Recommended,136,68.7,11-11-2024
217,great game look soul like game go lie p look story drive game challenge bos fight look,Recommended,125,56.9,11-11-2024
218,china no1,Recommended,334,69.0,11-11-2024
219,mean im chinese expect obsivouly 5 star,Recommended,44,5.5,11-11-2024
220,好玩爱玩,Recommended,4,11.7,11-11-2024
221,good,Recommended,4,11.2,11-11-2024
222,really fun game like soul meet god war,Recommended,40,42.9,11-11-2024
223,aaaa game company well take note title large game company like ea ubisoft exploit loyalty long,Recommended,116,53.9,11-11-2024
224,best game ive play many many yearsthanks developer,Recommended,57,96.8,11-11-2024
225,game year one best type combat recent game fun layout chapter lead endless search secret main item boss,Recommended,142,25.9,11-11-2024
226,game make lose live10/10 would play,Recommended,54,46.2,11-11-2024
227,cool game,Recommended,8,66.6,11-11-2024
228,good game,Recommended,8,83.2,11-11-2024
229,combat game amaze keep get well better progress even late/end gamemonkey man run around big stick fun time,Recommended,144,74.6,11-11-2024
230,game year,Recommended,13,164.5,11-11-2024
231,game really good elden ring player,Recommended,42,46.8,11-11-2024
232,truly remarkable,Recommended,15,47.2,11-11-2024
233,goty,Recommended,4,9.5,11-11-2024
234,masterpiece,Recommended,13,168.5,11-11-2024
235,gran juego buena historia jugabilidad,Recommended,36,49.8,11-11-2024
236,awesome,Recommended,7,29.0,11-11-2024
237,product refundedits really pretty game really really bore first hour really need sauce hook player doesnt good way game,Not Recommended,169,1.7,11-11-2024
238,honest review black myth wukongtldr overall rating 9/10this game excited since long time nonchinese 0 knowledge legend wukong fantasy historical story fan fact game require little skill entice play game follow dozen lore video interact native chinese people online ive gain much appreciation much love effort developer put gamethis soulslike game fact enemy respawns resting bos difficulty similar soulslike game initially game felt similar ghost tsushima due skill tree thats similar mechanic game pick good mechanic many game put one cohesive playstyle feel place fact improve example focus building hit similar final fantasy differs since retain focus indefinitely unless rest use spirit perfect dodging similar nier automaton differs since indefinitely due limited stamen accrue passive effect ithonestly quite disappointed first 2 chapter however game pick pace chapter 3 onwards much see explore redeem personally goty heres detailed explanation think soweaknessesthis game fair weakness start game little bit buggy although recent patch developer fix majority nagging issue still completely free run rtx 4060 16 gb ddr5 ram high setting finish game setting mostly perform fine would crash least twice 34 hour play session frequent cause video card memory seem common problem everybody clear cache restart game would fix 95 time game quite heavy lot ambient occlusion light effect default around 3040 fps dlss3 ray trace give 5060 high setting bos use lightning attack itll tank different note sometimes autosave would fail due insufficient memory around 13 gb free disk space close game would reinstate 13 gb back would work fine onwards probably saving design work bug happened thrice entire 65 hour play timemoving first 2 chapter less impressive honestly felt bland almost background music much see explore many negative review see steam havent play beyond chapter 2 honestly also cause lose bit interest chapter 1 feel like bos rush since first second onwards throw enemy map design chapter 1 also feel rush poor fantastic chap 34 invisible wall everywhere honestly quite annoy especially someone like like explore area climb random thing hear sound grass make walk box break etc many game love often award explore inconspicuous area game chapter 3 onwards little bit chapter 2 almost feel chapter 1 design last minute rush everything else finish wouldve also love see secret reward mount huaguo ill spoil surprise anyone hasnt play ill say much map barren doesnt really reward explore walk around different area apart celestial cavalry ready whoop as worse/weaker wolf guais chapter 1the game perfect dodge mechanic great time sometimes janky especially strong enemy grab attack case perfect dodge almost nonexistent need dodge much quicker become especially tricky boss sequence attack grab endnext lockon mechanic honestly one best lockon mechanic ive see game since auto enables disables enemy disappear least time even let know enemy attack multiple however physically bigger enemy multiple lock point like head body naturally hit head damage toggle target however sometimes work intend especially kangkin loong lockon head bos stun fall ground either hit body cancel lockon manually hit chance miss similarly big enemy although lockon head stun sorta slide hitting move bodythe game plenty incentive ng run proportion reward time spend ng worth example complete journey 3 time perfectly 18 relic unlock wukong stance permanently nah id rather wukong stance 2nd cycle test new mechanic value 2nd run people whod worth itneutralduplicates extra monke sometimes 1 2 stand nothing others attack bos miss upgrade pluck many increase duplicate bos physically small wont enough space get hit youll slide teleport sidemoving ui design part great perfect especially keeper shrine ui unintuitive especially fast travel mechanic follow tree format picture help make sure even small mark indicate npc great could improve small arrow main location show actually expand tab confuse first time playingthe overall game fever dream chinese anyone closely familiar grow story wukong however newcomer like doesnt really explain story attempt lengthy story journal less explain broad idea character much bigger character give hint riddle easter egg depth understand story relate appreciatestrengthsthe gameplay mostly perfect nothing feel extra everything mesh together visuals fantastic environment surreal sound effect ambience realistic one remind childhood especially temple yellow flower however desert realistic bore blandthe game plenty mechanic except swim perfect secret worth intrinsically link actual story wukong struggle yaoguai king would win smartness use vessel game make feel also make boss easier desire add much depth story game difficult many sound beat boss 34 try except 4 king take 15 try redact due word limitoverall im glad continue game truly wow game get know story hearty congratulation game science,Recommended,6544,54.1,11-11-2024
239,peak,Recommended,4,27.8,11-11-2024
240,product receive freepappu game,Recommended,31,165.2,11-11-2024
241,well thsan elden ring aspect,Recommended,31,25.6,11-11-2024
242,fantastic gameneed good pc run really push graphic limit combat fantastic boss fun elden ring boss,Recommended,120,139.7,11-11-2024
243,one game didnt get bore play good release good game,Recommended,57,56.9,11-11-2024
244,fun asl,Recommended,6,68.4,11-11-2024
245,goated game wait dlc,Recommended,23,109.3,11-11-2024
246,hard make soul game different others well wukong blast playing game difficult eventually beat boss include optional 10/10 game,Recommended,163,46.4,11-11-2024
247,game fun lighting unbelievably bad cant give positive reviewive try every combination rt on/off global illumination etc lot complaint google black myth wukong bright/dark basically light source way strong bright scene blind shadow close pitch blackand amd gpu known issue older driver,Not Recommended,346,23.6,11-11-2024
248,run quite smooth steam deck setting https//imgurcom/a/htswa6aactually surprisingly solid soulslike dont really lose anything die,Recommended,150,22.9,11-11-2024
