,ReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
95,"♥♥♥♥ game, I cant pass chapter 2. just fighting. Cant enjoy the story ffs.",Not Recommended,61,27.5 hrs on record,Posted: November 13
96,monkey,Recommended,6,41.0 hrs on record,Posted: November 13
97,MASTERPIECE !,Recommended,12,35.1 hrs on record,Posted: November 13
98,goated,Recommended,6,6.2 hrs on record,Posted: November 13
99,Game of the year---{ Graphics }---🔲 Awful🔲 Bad🔲 Will do🔲 Decent (Nothing special)🔲 Stunning✅ Visual Masterpiece---{ Gameplay }---🔲 Bad🔲 Okay🔲 Nothing special🔲 Good🔲 Very good✅ Try not to get addicted---{ Audio }---🔲 Bad🔲 Not too bad🔲 Decent🔲 Good🔲 Beautiful✅ Masterpiece,Recommended,231,57.4 hrs on record,Posted: November 13
100,Another Masterpiece,Recommended,18,83.9 hrs on record,Posted: November 13
101,Amazing next gen game.,Recommended,19,48.3 hrs on record,Posted: November 13
102,77 Hours of pure fun.,Recommended,17,77.9 hrs on record,Posted: November 13
103,monke go monke,Recommended,12,51.9 hrs on record,Posted: November 13
104,Good,Recommended,4,21.3 hrs on record,Posted: November 12
105,"Even though it's not the best souls-like I have ever played, it's good to play a game that tells the afterstory of my childhood favorite TV show.",Recommended,119,119.0 hrs on record,Posted: November 12
106,لعبة جميلة جدا و مرشح قوي لأفضل لعبة في 2024A very Good game and a strong candidate for the best game in 2024,Recommended,87,11.6 hrs on record,Posted: November 12
107,Very nice!,Recommended,9,53.1 hrs on record,Posted: November 12
108,"Stunning graphics, awesome story and characters, challenging yet not insanely hard game play.This game is 20/10, GTOY material.Highly recommended.",Recommended,128,6.0 hrs on record,Posted: November 12
109,"I absolutely love this game. the graphics are amazing. The game play is clean and the story is unique and fun. Don't get me started on the amazing artwork. Bosses start a little difficult but if you play enough they easy to understand. I have Unlocked all achievements, and the secret stance. Let me tell you. Play this game all the way through. investigate everything because its all worth it. This game definitely deserves to be Game of the Year! 5 star rating! 100 out of 10",Recommended,391,268.9 hrs on record,Posted: November 13
110,Overwhelmingly positive,Recommended,22,171.1 hrs on record,Posted: November 12
111,very good! haha,Recommended,13,5.0 hrs on record,Posted: November 12
112,This game changed my life 100/10,Recommended,27,51.7 hrs on record,Posted: November 12
113,What a game!,Recommended,10,148.8 hrs on record,Posted: November 12
114,twas fun,Recommended,7,82.0 hrs on record,Posted: November 12
115,Yes,Recommended,3,53.5 hrs on record,Posted: November 12
116,This game is too easy,Not Recommended,17,125.6 hrs on record,Posted: November 12
117,monkey,Recommended,6,13.8 hrs on record,Posted: November 12
118,w game frl,Recommended,8,57.5 hrs on record,Posted: November 12
119,amazing game! a mix between Elden ring and god of war. highly recommended!,Recommended,62,71.1 hrs on record,Posted: November 12
120,"This game is absolutely incredible. The aesthetic, the gameplay, 11/10",Recommended,61,45.3 hrs on record,Posted: November 12
121,amazing,Recommended,7,46.6 hrs on record,Posted: November 12
122,Superb game!! Been wanting to buy this game since it came out!,Recommended,51,20.6 hrs on record,Posted: November 12
123,"Must play, potentially G.O.T.Y. 2024, amazing game plays, lore, everything.",Recommended,66,80.3 hrs on record,Posted: November 12
124,Monke,Recommended,5,102.2 hrs on record,Posted: November 12
125,"Product received for freeAfter tons of death,suffer. Finally end this platinum achivements play for goods damn it!!",Recommended,99,91.8 hrs on record,Posted: November 12
126,Me monkey and me hit the with ruyi jingu bang,Recommended,36,21.7 hrs on record,Posted: November 12
127,Monkey 🔥🐒,Recommended,8,97.2 hrs on record,Posted: November 12
128,"Fantastic. Haven't given a solo campaign game a chance in over 10 years, and I'm very pleased I was convinced to give this one a try. Haven't had it 4 days yet and played 34 hours almost, and work full time. The girlfriend hates it more than when I played too much WoW.",Recommended,217,47.9 hrs on record,Posted: November 12
129,"Best game I have played in 5 years easily, last one I loved this much was DMc 5. The game loop is addictive and keeps you moving forward, can be cheap at times but the systems let you change attributes and builds at all save points so you can find solutions to fights . The secrets are cryptic and don’t make any sense but worth it for the true ending and hidden bosses . New game + is too easy I’ll keep building up my character for the when the DLC comes out in a few years .",Recommended,380,67.8 hrs on record,Posted: November 12
130,Fantastic game and an even better gaming experience if you can get past some of the crazy boss's def worth playing through!!,Recommended,103,46.8 hrs on record,Posted: November 12
131,Monkey Noises.,Recommended,13,11.1 hrs on record,Posted: November 12
132,wongkong,Recommended,8,62.1 hrs on record,Posted: November 12
133,"Fun gameplay loop, challenging content, entertaining story and cutscenes. whats not to love]",Recommended,80,10.9 hrs on record,Posted: November 12
134,cool,Recommended,4,15.0 hrs on record,Posted: November 12
135,"Good as ♥♥♥♥ game. only ""issue"" is stutters occur pretty bad in cutscenes. Don't know why, but it occurs none the less.",Recommended,98,36.0 hrs on record,Posted: November 12
136,its a very nice.,Recommended,13,13.6 hrs on record,Posted: November 12
137,GOTY,Recommended,4,85.2 hrs on record,Posted: November 12
138,long playtime due to leaving games open. At chapter 5most boring combat I have ever experienced. terrible level design. pretty good looking though. First game in my life I genuinely wasnt able to convince myself to finish.not worf,Not Recommended,193,81.7 hrs on record,Posted: November 12
139,"Product received for freeYou know I am someone who doesn't really enjoy souls games, this doesn't give me that feeling when i'm playing it. I haven't had this much fun in awhile, the scenery is amazing, the story is capturing. I'm trying to be the very best monkey out in these mountains. I'm going to buy this for my step-dad because he loves story games, I'm sure he will fall in love with this game just as much as I did!",Recommended,344,14.9 hrs on record,Posted: November 12
140,i like game of year mabe,Recommended,19,10.3 hrs on record,Posted: November 12
141,gorgeous,Recommended,8,64.2 hrs on record,Posted: November 12
142,"Steam doesn't have a ""It Depends"" option. Although, I am giving it a ""Yes"" and enjoyed the story, there are things I found during my time with this game that you may like to know before you buy -a) The gameplay loop is exciting at first but gets repetitive very quickly.b) The camera during boss fights has a mind of its own. It frequently focuses away from the boss and I ended up getting hit because I couldn't see the attack.c) The game doesn't do a good job of encouraging you to try the various stances. I found myself sticking to a single playstyle throughout the game.d) Most of the mini/optional/secret bosses become way too easy midway through the game. I would have liked them to be bit more of a challenge.Like I said before, I loved the story and it has made me want to read the Journey to the West books. There are a ton of positives .a) Game looks gorgeous. I got about 90 frames (DLSS with Frame gen) with a 4080 on 4k Cinematic preset with RT Maxed out.b) Boss battles have good rewards and the game is generous with XP. Crafting is not a chore.c) The dialogue and the music is absolutely brilliant. Especially the headless singer from C2 !d) A lot of secrets to uncover and it's always worth taking the time to do them.There are tons of positives I am sure I have missed out and a lot of other reviews have covered. I think it comes down to whether you can look past the gripes I covered earlier. If you can, then it's a great buy, else I would recommend getting this on a sale.",Recommended,1213,97.6 hrs on record,Posted: November 12
143,Amazing game!!! Breathtaking!! Wonderful !!! Masterpiece !!!!,Recommended,55,69.1 hrs on record,Posted: November 12
144,Beautiful game with great story and great combat.,Recommended,42,18.8 hrs on record,Posted: November 12
145,you will die alot in this game.,Recommended,25,14.5 hrs on record,Posted: November 12
146,candidate to GOTY,Recommended,15,11.8 hrs on record,Posted: November 12
147,.,Recommended,1,13.8 hrs on record,Posted: November 12
148,monke,Recommended,5,13.9 hrs on record,Posted: November 12
149,"This game is a Masterpiece from the start. the fact that a mobile game company had made a game this good says a lot. From the areas, to the combat, the music, the bosses, the weapons and armor, the STORY. it literally has it all. I don't achievement hunt at all, but because this game was so good, i had to get em all and let me tell you it was worth every second. Would most definitely recommend 10/10. This game is definitely game of the year worthy for sure.",Recommended,372,92.8 hrs on record,Posted: November 12
150,"I'm not one of those soulslike fans who seek games that will punish them, but for this one I had to make an exception. I'd been waiting for its release for years, as I find Chinese mythology fascinating, and a AAA game based on Journey to the West sounded impossibly awesome.Once I finally got to play it, I got very close to dropping it on more than one occasion in the early chapters (spent 3 straight hours banging my head against that one giant rat), but I'm very glad I persevered.The aesthetics are unlike anything I've seen in a videogame, beautiful and awe-inspiring, immersing the player in a magical, semi-fictional, but distinctly Chinese setting.The story avoids verbose lore dumps (though the detailed journal entries are a nice touch), and instead maintains the mystical atmosphere through minimalistic character interactions, hints for the player to piece together, and gorgeous animated sequences with limited dialogue at the end of each chapter (while still dropping in some delightful JttW fanservice where appropriate).The gameplay itself is primarily made up of numerous boss fights interspersed with some exploration, and the character-building/RPG elements are nice but nothing to write home about. Still, while this can be frustrating early on for anyone who's not into that kind of stuff, there's definitely something to the feeling of getting more skilled at it as time went on, and ultimately developing that inner peace, that zen-like confidence that whatever challenge the game throws at me, I would eventually overcome.All in all, I'd say the game was everything I'd hoped for since I saw that first trailer in 2020, and more.In more ways than one, it opened my eyes to cultures I wouldn't have experienced any other way, and there's not much more I can ask for in a game.",Recommended,1504,84.4 hrs on record,Posted: November 12
151,AWESOME GAME,Recommended,11,31.3 hrs on record,Posted: November 12
152,"Reject humanity, return to monkeee!!!!",Recommended,34,9.8 hrs on record,Posted: November 12
153,"amazing graohics, storyline, fighting, and gameplay overall... its a definite GOTY no doubt. each chapter draws you into its timeline and world that you just dont want to leave after hours of gameplay!",Recommended,169,64.1 hrs on record,Posted: November 12
154,good,Recommended,4,36.4 hrs on record,Posted: November 12
155,i relate to the mc im indian,Recommended,22,14.9 hrs on record,Posted: November 12
156,I think its a good but hardish game and i really enjoying it.,Recommended,49,170.2 hrs on record,Posted: November 12
157,MONKEY what else do you need to know,Recommended,29,12.1 hrs on record,Posted: November 12
158,⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄,Recommended,325,115.5 hrs on record,Posted: November 12
159,"I don't know that I can consider recommending this game personally. I'm probably gonna get the barrage of ""git gud"" reactions to my post but after playing this game for ~16 hours I can honesty say I've never seen a an action game with a more inconsistent balance of difficulty across levels/boss fights. All of this culminates to a fight where Game Science does something I've never seen, mid-boss fight, unskippable cutscenese which DEAL DAMAGE. You can die from a cutscene...Its egregious. I wish this fight would've occurred within the first ~2 hours of the game as then I'd have been able to refund but oh well.",Not Recommended,509,16.6 hrs on record,Posted: November 12
160,"I've put more than 1000 hours into the souls series, but never enjoyed any souls-like before. This game changed that hooooooly.",Recommended,107,46.4 hrs on record,Posted: November 12
161,"Ok so, you may like this type of gameplay but it aint for me. Its boss after boss after boss, you are fighting a boss around 5 min after the last boss",Not Recommended,119,4.3 hrs on record,Posted: November 12
162,"Great game, with the exception of chapter 6. Be sure to do the secret areas of all chapters, so you can experience the coolest boss fight in the game",Recommended,121,55.4 hrs on record,Posted: November 12
163,This game is pretty chouette dans ma cacaouette,Recommended,40,32.8 hrs on record,Posted: November 12
164,Everything about this game is great. I loved every moment from the story to the visuals. I would recommend this game to anyone who enjoys action rpg and souls-like(ish) games. 10/10,Recommended,151,60.2 hrs on record,Posted: November 12
165,best RPG game in a long time. awesome combat mechanics. on PC the camera POV does weird stuff ; it's a nuisance but nothing too crazy.,Recommended,109,65.4 hrs on record,Posted: November 12
166,peak,Recommended,4,6.6 hrs on record,Posted: November 12
167,"Yeah let me start off by saying this game took a lot of my mental health but we got there in the end.If it wasn't for this game punishing you so damn much i would rate it higher, don't get me wrong its a fun game, but designed for multiple playthroughs. It's as if every boss you fight you need to learn their moves, so expect to always die when seeing a new boss.Overall its a very beautiful game (demanding of my graphics but i can forgive that)7/10100% unlocked because im crazy like that.",Recommended,399,98.5 hrs on record,Posted: November 12
168,"Obviously Black Myth Wukong is a game intended for those that are familiar with JTTW, while this is true, you do not need to be familiar with it to enjoy this game.Zones are most similar to some older hack'n'slash games, with combat being closer to a souls-like though I wouldn't say it is extremely similar. Exploration is very solid, not best in class but certainly not the worst. The music and storytelling are some of the best we have seen in gaming in probably a decade, the graphics are great. The cutscenes switching between a normal cutscene and all the other visual art styles such as claymation is incredibly beautiful.This game is undoubtedly a Game of the Year contender and personally I give it a 10/10.",Recommended,591,63.0 hrs on record,Posted: November 12
169,"This is an absolute G.O.A.T. I got addicted to a game after a very long time, as I'm too bored playing open world games like GTA, RDR2, Cyberpunk, Farcry and battle royale games like Apex legends, PUBG, Valorant, etc. Got a fresh breathe of true action RPG game after a long time. Cheers to the makers for making such a banger in their first shot.",Recommended,283,59.5 hrs on record,Posted: November 12
170,GOTY,Recommended,4,9.8 hrs on record,Posted: November 12
171,The best Dark Soluls game ever,Recommended,25,5.7 hrs on record,Posted: November 12
172,"TLDR: If you love some challenge and want to play a beautiful game with gameplay that never gets boring till the end, you have to play this. Whether or not you pay attention to the story(which is great), the gameplay itself is worth the price. What an exceptional pc game debut by the studio. Huge amount of respect---{ Graphics }---☐ You forget what reality is☑ Beautiful☐ Good☐ Decent☐ Bad☐ Don‘t look too long at it☐ MS-DOS---{ Gameplay }---☑ Very good☐ Good☐ It's just gameplay☐ Mehh☐ Watch paint dry instead☐ Just don't---{ Audio }---☐ Eargasm☑ Very good☐ Good☐ Not too bad☐ Bad☐ I'm now deaf---{ Audience }---☐ Kids☑ Teens☑ Adults☐ Grandma---{ PC Requirements }---☐ Check if you can run paint☐ Potato☐ Decent☑ Fast☐ Rich boi☐ Ask NASA if they have a spare computer---{ Game Size }---☐ Floppy Disk☐ Old Fashioned☐ Workable☐ Big☑ Will eat 10% of your 1TB hard drive☐ You will want an entire hard drive to hold it☐ You will need to invest in a black hole to hold all the data---{ Difficulty }---☐ Just press 'W'☐ Easy☐ Easy to learn / Hard to master☑ Significant brain usage☐ Difficult☐ Dark Souls---{ Grind }---☐ Nothing to grind☐ Only if u care about leaderboards/ranks☐ Isn't necessary to progress☑ Average grind level☐ Too much grind☐ You'll need a second life for grinding---{ Story }---☐ No Story☐ Some lore☐ Average☑ Good☐ Lovely☐ It'll replace your life---{ Game Time }---☐ Long enough for a cup of coffee☐ Short☐ Average☑ Long☐ To infinity and beyond---{ Price }---☐ It's free!☑ Worth the price☐ If it's on sale☐ If u have some spare money left☐ Not recommended☐ You could also just burn your money---{ Bugs }---☐ Never heard of☑ Minor bugs☐ Can get annoying☐ ARK: Survival Evolved☐ The game itself is a big terrarium for bugs---{ ? / 10 }---☐ 1☐ 2☐ 3☐ 4☐ 5☐ 6☐ 7☐ 8☐ 9☑ 10---{ Author }---☑Pros:1. Amazing graphics. Easily the most beautiful game I have ever seen.2. Exceptional gameplay.3. Unique bosses making every fight a fresh experience.4. Many ways you can play the game because of the powers you get and the ability tree is huge.5. Great story and VA. It is refreshing to dive into the lore of Chinese mythology6. You are Goku, sort of.7. Long game, but doesn't drag on. Not a moment feels like a waste even if you are losing continuously to a boss.8. Nightmare for game journalistsCons:1. Some enemy hitboxes are bad. Gets annoying when you prepared an attack and it goes to waste because of stupid hitbox of bosses.2. You can see some minor bugs in graphics. Like the snow sometimes looks a bit weird in some frames. But nothing major",Recommended,2111,89.5 hrs on record,Posted: November 12
